"filename", "language", "JSON with Comments", "JSON", "TypeScript", "JavaScript", "TypeScript JSX", "Markdown", "CSS", "CSV", "MS SQL", "Prisma", "WebAssembly Text Format", "comment", "blank", "total"
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/components/content-guide-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 14, 131
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/components/file-uploader.tsx", "TypeScript JSX", 0, 0, 0, 0, 376, 0, 0, 0, 0, 0, 0, 10, 46, 432
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/components/index.ts", "TypeScript", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/components/subscription-plan-modal.tsx", "TypeScript JSX", 0, 0, 0, 0, 42, 0, 0, 0, 0, 0, 0, 1, 5, 48
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/components/video-player.tsx", "TypeScript JSX", 0, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 14, 125
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/components/viral-stitch-grid.tsx", "TypeScript JSX", 0, 0, 0, 0, 172, 0, 0, 0, 0, 0, 0, 0, 15, 187
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/hooks/use-video-adjust-speed.ts", "TypeScript", 0, 0, 128, 0, 0, 0, 0, 0, 0, 0, 0, 18, 32, 178
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/hooks/use-video-compression.ts", "TypeScript", 0, 0, 116, 0, 0, 0, 0, 0, 0, 0, 0, 13, 24, 153
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/schema-validators.ts", "TypeScript", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 51
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/badge.tsx", "TypeScript JSX", 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 6, 38
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/button.tsx", "TypeScript JSX", 0, 0, 0, 0, 53, 0, 0, 0, 0, 0, 0, 0, 6, 59
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/card.tsx", "TypeScript JSX", 0, 0, 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 9, 84
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/dialog.tsx", "TypeScript JSX", 0, 0, 0, 0, 109, 0, 0, 0, 0, 0, 0, 0, 14, 123
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/dropdown-menu.tsx", "TypeScript JSX", 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 0, 14, 201
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/form.tsx", "TypeScript JSX", 0, 0, 0, 0, 177, 0, 0, 0, 0, 0, 0, 0, 29, 206
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/input.tsx", "TypeScript JSX", 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 5, 25
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/label.tsx", "TypeScript JSX", 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 5, 26
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/progress.tsx", "TypeScript JSX", 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/textarea.tsx", "TypeScript JSX", 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/theme.tsx", "TypeScript JSX", 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 6, 43
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/ui/toast.tsx", "TypeScript JSX", 0, 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 6, 32
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/src/utils.ts", "TypeScript", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/tsconfig.json", "JSON with Comments", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 19
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/validators/eslint.config.js", "JavaScript", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 1, 2, 10
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/validators/package.json", "JSON", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 30
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/validators/src/index.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 26
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/validators/tsconfig.json", "JSON with Comments", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 19
"Total", "-", 142, 888, 26633, 2411, 2073, 741, 1, 8, 49, 336, 30476, 12076, 6072, 81906
