"filename", "language", "JSON with Comments", "JSON", "TypeScript", "JavaScript", "TypeScript JSX", "Markdown", "CSS", "CSV", "MS SQL", "Prisma", "WebAssembly Text Format", "comment", "blank", "total"
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/tiktok-download/package.json", "JSON", 0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 48
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/tiktok-download/scripts/process-videos.ts", "TypeScript", 0, 0, 763, 0, 0, 0, 0, 0, 0, 0, 0, 145, 126, 1034
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/tiktok-download/scripts/test-whisper.ts", "TypeScript", 0, 0, 328, 0, 0, 0, 0, 0, 0, 0, 0, 79, 77, 484
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/tiktok-download/scripts/tiktok-download.ts", "TypeScript", 0, 0, 78, 0, 0, 0, 0, 0, 0, 0, 0, 30, 19, 127
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/tiktok-download/src/index.ts", "TypeScript", 0, 0, 144, 0, 0, 0, 0, 0, 0, 0, 0, 32, 27, 203
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/tiktok-download/src/schema-validators.ts", "TypeScript", 0, 0, 42, 0, 0, 0, 0, 0, 0, 0, 0, 6, 13, 61
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/tiktok-download/tsconfig.json", "JSON with Comments", 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/components.json", "JSON", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 23
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/eslint.config.js", "JavaScript", 0, 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 1, 2, 12
"/Users/knamnguyen/Documents/0-Programming/viralcut/packages/ui/package.json", "JSON", 0, 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 57
